nigeria_health_facilities
id,unique_id,state_unique_id,registration_no,start_date,close_date,facility_name,image_url,alt_facility_name,state_id,lga_id,ward_id,ownership_id,ownership_type_id,facility_level_id,facility_level_option_id,facility_level_options_category_id,physical_location,postal_address,longitude,latitude,phone_number,alternate_number,email_address,website,operational_days,operational_hours,operational_status_id,registration_status_id,license_status_id,outpatient,inpatient,doctors,pharmacists,dentist,pharmacy_technicians,nurses,lab_scientists,midwifes,lab_technicians,nurse_midwife,him_officers,community_health_officer,community_extension_workers,jun_community_extension_worker,dental_technicians,env_health_officers,attendants,beds,onsite_laboratory,onsite_imaging,onsite_pharmarcy,mortuary_services,ambulance_services,certificate_of_standard,status_id,created_by,created_at,updated_at,requested_by,requested_at,request_note,verified_by,verified_at,verify_note,validated_by,validated_at,validate_note,published_by,published_at,publish_note,facility_type_id,action,verified_id,verified_email,verified_mobile,validated_email,validated_mobile,published_email,published_mobile,state_name,lga_name,ward_name,facility_level_name,ownership_name,ownership_type,operational_status_name,registration_status_name,license_status_name,dhis2_synced
53036231,03/24/1/1/2/0008,AK/24/053,AK13738,,,Affaha Efiat Hinific Community Health Services.,[],,103,1062,10748,2,5,1,3,3,"Close To Evangelical Church, Affaha Efiat.",,7.855993,4.946739,8169911950,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,9,1,1,1,0,1,0,0,0,1,0,1,4,0,1,0,0,0,0,1,4,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Awa 4,Primary,Private,For Profit,Functional,Registered,Licensed,0
71441960,03/24/1/1/1/0006,AK/24/051,,,,Ekpene Akpan Nsit Health Post,[],,103,1062,10748,1,1,1,1,1,"Adjacent Assemblies Of God Mission Church, Ekpene Ikpan.",,7.858538,4.954048,8027874272,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,No,No,Yes,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Awa 4,Primary,Public,Local Government,Functional,Unknown,Unknown,0
86266371,03/24/1/1/2/0005,AK/24/050,AK13738,,,Hinific Health Centre Affaha Efiat,[],,103,1062,10748,2,5,1,3,3,"Close To Evangelical Church, Affaha Efiat.",,7.855993,4.946739,8169911950,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,9,1,1,1,0,1,0,0,0,1,0,1,4,0,1,0,0,0,0,1,4,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Awa 4,Primary,Private,For Profit,Functional,Registered,Licensed,0
69949080,03/24/1/1/1/0009,AK/24/054,,,,Ikot Oku Nsit Health Post,[],,103,1062,10748,1,1,1,1,1,"Inside United Evangelical Church premises, Ikot Oku Nsit.",,7.863509,4.963083,8024487608,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12_Hours,1,10,5,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,Yes,No,No,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Awa 4,Primary,Public,Local Government,Functional,Unknown,Unknown,0
86065015,03/24/1/1/1/0007,AK/24/052,,,,Ukat Ikot Offiok Health Post,[],,103,1062,10748,1,1,1,1,1,Ukat Ikot offiok Road opposite transformer,,7.878650,4.961146,8026895617,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Awa 4,Primary,Public,Local Government,Functional,Unknown,Unknown,0
66793089,03/24/1/1/1/0011,AK/24/056,,,,Asang Nsit Primary Health Care Centre,[],,103,1062,10749,1,1,1,3,3,Close to Anyam Bridge,,7.872549,4.917723,8038004087,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,1,20,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Nung Ndem 1,Primary,Public,Local Government,Functional,Unknown,Unknown,0
27673743,03/24/1/1/1/0010,AK/24/055,,,,Oboatai Health Post,[],,103,1062,10749,1,1,1,1,1,"Inside the premises of Nsit No. 5 Qua Iboe Church Primary School, Oboatai.",,7.897482,4.948020,8087945882,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,5,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Nung Ndem 1,Primary,Public,Local Government,Functional,Unknown,Unknown,0
12672612,03/24/1/1/1/0012,AK/24/057,,,,Oboetim Primary Health Centre,[],,103,1062,10749,1,1,1,3,3,Close to Qua Iboe Church Primary School,,7.854470,4.937099,8025697043,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",12_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,9,No,No,No,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Nung Ndem 1,Primary,Public,Local Government,Functional,Unknown,Unknown,0
76564046,03/24/1/1/1/0013,AK/24/058,,,,Okwo Nsit Primary Health Centre,[],,103,1062,10750,1,1,1,3,3,Opposite Okwo Nsit Town hall.,,7.851817,4.915128,8089563140,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,No,No,No,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Nung Ndem 2,Primary,Public,Local Government,Functional,Unknown,Unknown,0
31222145,03/24/1/1/1/0014,AK/24/059,,,,Oboetok Health Post,[],,103,1062,10751,1,1,1,1,1,"Behind Apostolic Church, Oboetok.",,7.898859,4.908838,9162586146,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,Yes,No,No,No,No,No,6,5,2026-06-10 14:15:45,2026-06-10 14:15:45,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Oniong East 1,Primary,Public,Local Government,Functional,Unknown,Unknown,0
66821594,03/24/1/1/1/0016,AK/24/061,,,,Edeobom Health Centre,[],,103,1062,10752,1,1,1,3,3,"Adjacent Post Office, Edeobom.",,7.901106,4.886052,8025466441,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",8_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Oniong East 2,Primary,Public,Local Government,Functional,Unknown,Unknown,0
33603443,03/24/1/1/1/0021,AK/24/066,,,,Ikot Nya Primary Health Centre,[],,103,1062,10752,1,1,1,3,3,Opposite Ikot Nya Government Secondary School,,7.900753,4.852941,9027242641,9043693448,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Oniong East 2,Primary,Public,Local Government,Functional,Unknown,Unknown,0
64690198,03/24/1/1/1/0015,AK/24/060,,,,Mbiokoro 2 Health Centre,[],,103,1062,10752,1,1,1,3,3,"In between Qua Iboe Church and Mbiokoro Town Hall, Mbiokoro 2.",,7.910296,4.827394,8026096219,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,No,No,No,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Oniong East 2,Primary,Public,Local Government,Functional,Unknown,Unknown,0
52383058,03/24/1/2/1/0017,AK/24/062,,,,Afaha Offiong Primary Health Care Centre,[],Opposite Nsit people Primary School,103,1062,10753,1,2,2,,,Opposite Nsit people Primary School,,7.910069,4.870882,7069776772,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,1,1,2,0,2,2,4,2,4,1,3,0,10,4,12,Yes,No,Yes,Yes,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Oniong East 3,Secondary,Public,State Government,Functional,Unknown,Unknown,0
49104834,03/24/1/1/1/0018,AK/24/063,,,,Afia Nsit Udua Nko Primary Health Care Centre,[],,103,1062,10754,1,1,1,3,3,Close to Afia Nsit Udua Market,,7.921341,4.852334,8063906547,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,1,0,1,0,1,0,1,3,1,1,0,0,3,0,0,0,1,20,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Oniong West 1,Primary,Public,Local Government,Functional,Unknown,Unknown,0
76029322,03/24/1/1/1/0019,AK/24/064,,,,Afaha Abia Primary Health Centre,[],,103,1062,10755,1,1,1,3,3,"Close To Methodist Church Of Nigeria, Nung Umana.",,7.893871,4.881737,8024293164,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,6,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Oniong West 2,Primary,Public,Local Government,Functional,Unknown,Unknown,0
69869145,03/24/1/2/2/0020,AK/24/065,,,,Enwongo Abasi Medical Centre,[],,103,1062,10756,2,5,2,,,Opposite PAC Party House,,7.901930,4.883793,8023262791,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,5,2,1,1,3,0,0,1,4,0,0,2,4,1,0,0,0,0,0,4,25,Yes,Yes,Yes,Yes,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Onna,Oniong West 3,Secondary,Private,For Profit,Functional,Pending Registration,Not Licensed,0
21372746,03/25/1/1/1/0001,AK/25/043,,,,Ikot Obio Etan Primary Health Care Centre,[],,103,1063,10757,1,1,1,3,3,Opposite Ikot Obio Etan Townhall,,7.891859,4.862195,7043814741,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,No,No,No,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Afaha Eduok 4,Primary,Public,Local Government,Functional,Unknown,Unknown,0
42692008,03/25/1/2/1/0003,AK/25/045,,,,Afah Nsit College Health Centre,[],,103,1063,10758,1,2,2,,,Inside Afah Nsit College,,7.882389,4.812680,8068013543,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,0,2,1,0,1,0,2,0,1,4,2,0,0,0,0,0,2,5,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Esin Ufot 6,Secondary,Public,State Government,Functional,Unknown,Unknown,0
69016370,03/25/1/1/1/0002,AK/25/044,,,,Id'S Clinic/Hospital Ltd,[],,103,1063,10758,1,1,1,2,2,"After Salvation Army Corps, Afaha Ikot Ede.",,7.886109,4.826285,8065644065,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No,No,No,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Esin Ufot 6,Primary,Public,Local Government,Functional,Unknown,Unknown,0
69373897,03/25/1/1/1/0004,AK/25/046,,,,Mbiaso Primary Health Centre,[],,103,1063,10759,1,1,1,3,3,"Opposite Maurid polytechnic, Mbiaso, Nsit Ibom.",,7.891342,4.819316,7061248080,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Esuk-Oro 5,Primary,Public,Local Government,Functional,Unknown,Unknown,0
55830499,03/25/1/2/1/0005,AK/25/047,,,,Ikot Ekpene Udo Cottage Hospital,[],Ufok ibok,103,1063,10760,1,2,2,,,"Enen abasi nya, Ikot Ekpene udo",,7.934437,4.778831,8029548696,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",12_Hours,1,10,5,1,0,3,0,0,1,0,0,0,2,9,2,1,0,3,0,0,6,3,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Eyo Abasi 8,Secondary,Public,State Government,Functional,Unknown,Unknown,0
38279834,03/25/1/2/1/0007,AK/25/049,,,,Ikot Ekpene Udo Cottage Hospital,[],,103,1063,10760,1,2,2,,,"Ikot Ekpene Udo Village, Enen Abasi Nya, after Governor Umo Eno House, Nsit Ubium LGA",,7.909425,4.790374,7032874617,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,5,0,0,1,0,1,0,1,15,2,2,2,2,0,1,2,37,No,No,No,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Eyo Abasi 8,Secondary,Public,State Government,Functional,Unknown,Unknown,0
58685130,03/25/1/1/1/0006,AK/25/048,,,,Ikot Ukobo Primary Health Centre,[],,103,1063,10760,1,1,1,3,3,"Ikot Ukobo Village,  Usun Idim, after Paramount Rulers' Palace",,7.909425,4.790374,9026691071,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Other,1,10,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Eyo Abasi 8,Primary,Public,Local Government,Functional,Unknown,Unknown,0
78306750,03/25/1/2/1/0008,AK/25/050,,,,Ikot Ekpene Udo Cottage Hospital,[],,103,1063,10761,1,2,2,,,"Ikot Ekpene Udo Village, Enen Abasi Nya, after Governor Umo Eno House, Nsit Ubium LGA",,7.909425,4.790374,7032874617,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,5,0,0,1,0,1,0,1,15,2,2,2,2,0,1,2,37,No,No,No,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Idua Asang 1,Secondary,Public,State Government,Functional,Unknown,Unknown,0
87560647,03/25/1/2/1/0013,AK/25/055,,,,Comprehensive Health Centre,[],Cottage,103,1063,10762,1,2,2,,,"Comprehensive health centre ikot edibom, nsit ubium",,7.939626,4.699479,8067250767,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,3,1,0,1,0,1,0,1,15,2,1,2,0,0,1,4,10,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Iquita 9,Secondary,Public,State Government,Functional,Unknown,Unknown,0
20155925,03/25/1/2/2/0010,AK/25/052,,,,Ikot Akpabin Victory Medical Centre,[],,103,1063,10762,2,5,2,,,"Ikot Akpabin Village, along Ikot Akpabin - Okon Eket Road, Nsit Ubium LGA",,7.909425,4.790374,9069667221,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,1,1,1,1,3,1,0,1,2,1,0,0,3,0,0,0,0,0,0,0,8,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Iquita 9,Secondary,Private,For Profit,Functional,Provisionally Registered,Licensed,0
38422641,03/25/1/1/1/0009,AK/25/051,,,,Ikot Akpaotu Primary Health Centre,[],,103,1063,10762,1,1,1,3,3,"Ikot Akpaotu Village, Usun Idim, along Governor Road, Nsit Ubium LGA",,7.909425,4.790374,8027178550,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",Other,1,10,5,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,Yes,No,No,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Iquita 9,Primary,Public,Local Government,Functional,Unknown,Unknown,0
18942609,03/25/1/2/1/0012,AK/25/054,,,,Ikot Edibon Comprehensive Health Centre,[],Cottage,103,1063,10762,1,2,2,,,"Comprehensive health centre ikot edibom, nsit ubium",,7.939626,4.699479,8067250767,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,10,5,1,1,3,1,0,1,0,1,0,1,15,2,1,2,0,0,1,4,10,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Iquita 9,Secondary,Public,State Government,Functional,Unknown,Unknown,0
67395162,03/25/1/1/1/0014,AK/25/056,,,,Ikot Edibon Comprehensive Health Centre,[],,103,1063,10762,1,1,1,3,3,"Ikot Edibon Village, by INEC Office, along Uyo - Eket - Ikot Edibon Road, Nsit Ubium LGA",,7.934329,4.778995,8060892014,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",8_Hours,1,10,5,1,0,2,0,0,1,0,0,0,1,6,0,4,2,0,0,0,4,4,Yes,No,Yes,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Iquita 9,Primary,Public,Local Government,Functional,Unknown,Unknown,0
48474669,03/25/1/1/1/0011,AK/25/053,,,,Itreto Primary Health Centre,[],,103,1063,10762,1,1,1,3,3,"Itreto Community, by Eket Etinan Road T junction, along Ikot Edibon - Eket Road, Nsit Ubium LGA",,7.909425,4.790374,9028435143,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",Other,1,10,5,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,Yes,No,No,No,No,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,1,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Iquita 9,Primary,Public,Local Government,Functional,Unknown,Unknown,0
16844743,03/25/1/2/2/0019,AK/25/061,,,,Ikot Edibon Holt'S Medical Centre,[],,103,1063,10763,2,5,2,,,"Ikot Ekpene Street, after Global Mission Church, Ikot Edibon, Nsit Ubium LGA",,7.992224,4.728272,8084073255,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24_Hours,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,Yes,No,No,No,Yes,No,6,5,2026-06-10 14:15:46,2026-06-10 14:15:46,5,2026-06-10 14:15:31,,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-approved via bulk import,5,2026-06-10 14:15:31,Auto-published via bulk import,2,CREATE FACILITY (BULK IMPORT),,,,,,,,Akwa-Ibom,Oron,Oron Uko-Uyukim 7,Secondary,Private,For Profit,Functional,Provisionally Registered,Licensed,0
